Median_household_income_dollars,Percent_individual_below_povery_level,k,o,r
5.470600000000000000e+04,1.205038307000000053e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.074300000000000000e+04,1.694144803000000010e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.237400000000000000e+04,1.774568809999999885e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.854500000000000000e+04,7.376202413999999763e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.502300000000000000e+04,1.998298139999999989e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.929400000000000000e+04,1.483739100000000022e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.795500000000000000e+04,2.627952940999999853e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.485500000000000000e+04,1.167223159999999993e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.715300000000000000e+04,4.824766355000000395e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.722100000000000000e+04,1.902357459999999989e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.612000000000000000e+04,1.803722993999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.075800000000000000e+04,8.237805469999999630e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.298700000000000000e+04,1.748416001000000009e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.224900000000000000e+04,1.362046160000000050e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.259900000000000000e+04,6.486685560999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.260300000000000000e+04,1.400519706000000042e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.663000000000000000e+04,4.324196129999999805e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.004700000000000000e+04,1.912045005999999958e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.398100000000000000e+04,1.362659322999999922e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.600400000000000000e+04,9.765346348999999648e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.893800000000000000e+04,9.445860590000000556e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
6.026500000000000000e+04,5.849779206000000009e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
8.331300000000000000e+04,1.473985571999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
5.455500000000000000e+04,1.004662150000000054e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.011500000000000000e+04,1.483290947000000060e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.725500000000000000e+04,1.427340348000000070e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.324000000000000000e+04,2.383270527999999899e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.690400000000000000e+04,1.675245569000000145e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.819700000000000000e+04,1.920691292000000061e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.779700000000000000e+04,1.872226115000000135e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.272900000000000000e+04,1.258529743000000067e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.942800000000000000e+04,2.371359285000000128e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
4.930400000000000000e+04,1.560879717999999983e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
2.651600000000000000e+04,2.429779153000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
3.757200000000000000e+04,1.573180076999999955e+01,0.000000000000000000e+00,0.000000000000000000e+00,-8.240353534085114173e-01
